Jan-09,SydneyAirport,17.7,35.1,0,9.8,12.9,S,72,NW,NW,15,33,63,13,1005.3,1000.2,6,6,22.9,34,No,No
Jan-09,SydneyAirport,18.5,23,0,11,5.9,S,63,SSE,SE,15,35,63,58,1012.9,1014.1,5,6,20.6,20.1,No,No
Jan-09,SydneyAirport,16.9,23.2,0,9,0.5,NA,NA,ESE,ENE,15,17,52,50,1021.8,1019.4,7,8,18.9,22,No,No
Jan-09,SydneyAirport,18.7,27.1,0,5.4,11.3,NE,65,NNE,NE,24,48,60,51,1018.5,1014.9,2,1,22.9,25.9,No,No
Jan-09,SydneyAirport,20.2,31.6,0,10,12.2,NNE,63,WNW,NE,11,35,58,52,1013.2,1008,6,3,24.9,29,No,No
Jan-09,SydneyAirport,19.9,29.7,0,10,11.8,NE,41,S,E,19,20,82,54,1011.7,1007.8,1,1,22.7,28.7,No,No
Jan-09,SydneyAirport,20.6,34.9,0,9,9.3,S,59,SSE,NE,15,26,79,52,1010,1004.7,1,7,22.3,30.3,No,No
Jan-09,SydneyAirport,20.2,21.7,0.2,9.8,0,SSW,56,S,S,33,35,85,78,1012.4,1013.6,8,8,20.7,19.7,No,No
Jan-09,SydneyAirport,17.4,22.9,0,7.6,5.9,SSE,50,SSE,SE,30,28,54,44,1020.2,1018.8,7,5,19.4,22.3,No,No
Jan-09,SydneyAirport,16.3,24,0,7.6,6.1,ENE,48,E,NE,17,28,49,44,1017,1013.8,7,6,20.3,23.2,No,No
Jan-09,SydneyAirport,18,26.6,0,6.6,8.7,NE,54,NNE,NE,24,33,57,48,1013.9,1011.3,4,1,23.1,25.7,No,No
Jan-09,SydneyAirport,18.5,24,0.8,8.8,11.4,S,39,S,S,9,28,81,72,1015.5,1016.5,1,3,21.8,23.7,No,No
Jan-09,SydneyAirport,19.3,27.9,0.6,4.2,11.1,NNE,59,SSE,NE,11,35,84,48,1019.5,1016.1,6,1,21.9,26.7,No,No
Jan-09,SydneyAirport,20.9,32,0,10.2,13,NE,67,N,NE,9,46,57,39,1014.5,1010.5,0,1,26.5,30.9,No,No
Jan-09,SydneyAirport,22.6,38.8,0,14.2,9.4,S,81,ENE,NNE,6,26,42,43,1009.1,1006.6,1,6,29.6,32,No,Yes
Jan-09,SydneyAirport,18.4,26.3,5.4,10.2,10.1,SSE,54,S,E,17,24,73,54,1013,1008.9,1,0,20.5,25.5,Yes,No
Jan-09,SydneyAirport,17.1,20.7,0,10.4,6.5,S,54,SSE,S,43,33,58,57,1020.2,1020.8,7,3,18.8,19.8,No,No
Jan-09,SydneyAirport,14.4,25,0,5.6,12.7,ENE,43,WSW,ENE,9,30,65,43,1022,1019.8,1,1,19.3,23.5,No,No
Jan-09,SydneyAirport,17,27.3,0,11,12.7,NNE,59,N,NE,22,37,53,49,1019.2,1014.7,3,6,22.2,25.6,No,No
Jan-09,SydneyAirport,19.5,31.7,0,9,12.4,NE,67,N,NE,7,41,51,38,1013.8,1009.9,1,1,25.8,31.1,No,Yes
Jan-09,SydneyAirport,20.9,33.7,3,12.8,7.4,SSW,59,NW,NE,13,39,57,45,1011.8,1007.6,2,3,27.6,31.2,Yes,No
Jan-09,SydneyAirport,22.6,34.6,0.6,8,9.8,N,63,NNW,N,26,39,42,40,1008.7,1004.8,6,5,29.4,33,No,No
Jan-09,SydneyAirport,24.7,32.1,0,14.2,11.9,NE,80,SSW,ESE,13,20,80,56,1009.3,1007.3,1,1,25.3,29.8,No,No
Jan-09,SydneyAirport,24.1,41.8,0,10.6,11.1,S,69,NW,SE,11,31,52,37,1004.6,1002.9,6,2,31.7,34.4,No,No
Jan-09,SydneyAirport,19.6,25,0,13.6,6.8,SSE,44,S,SE,22,20,69,52,1019.5,1018.5,6,4,20.2,24,No,No
Jan-09,SydneyAirport,20.1,24.9,0,6.8,1.2,S,39,S,S,17,30,81,81,1019.4,1019.3,8,7,21.4,24.1,No,Yes
Jan-09,SydneyAirport,19.8,24.6,8.2,1.8,1.7,NE,39,S,S,24,15,98,96,1021.1,1020.1,8,8,20.2,21.5,Yes,No
Jan-09,SydneyAirport,19.5,29.4,0.2,1.8,12.3,NE,54,N,NE,24,35,73,50,1018.4,1015.5,4,0,24.6,29.2,No,No
Jan-09,SydneyAirport,20.7,30,0,8.6,12.5,NE,57,N,NE,13,37,70,59,1018.5,1016.2,1,1,25.5,28.7,No,No
Jan-09,SydneyAirport,20.4,30.2,0,10.2,13,NE,61,NNE,NNE,15,41,65,48,1018.7,1015.4,1,0,24.9,29.6,No,No
Jan-09,SydneyAirport,21.6,31.2,0,10.6,11.5,NNE,61,NNE,NE,15,31,76,51,1017.4,1013.9,2,3,24.8,29.5,No,No
Feb-09,SydneyAirport,20.9,28.2,0,9.2,11.1,E,41,SSE,SSE,17,24,78,69,1016.3,1016.2,1,6,23.5,26.9,No,No
Feb-09,SydneyAirport,22.7,30.4,0,6.4,9.8,NE,63,NE,NE,13,33,70,48,1016.2,1011.8,7,3,26.4,29.8,No,No
Feb-09,SydneyAirport,21.9,28.3,0,10.8,7.5,S,46,NNE,SSE,13,24,59,63,1010.9,1010.2,7,5,25.8,26.4,No,No
Feb-09,SydneyAirport,21.3,28,0,7,7.1,ENE,37,SSE,E,19,24,86,64,1011.7,1009.2,7,3,23.5,27.3,No,No
Feb-09,SydneyAirport,22.6,31.5,0,6.6,12.2,NE,63,N,NE,17,31,67,52,1009.1,1005.4,1,1,26.6,30.7,No,No
Feb-09,SydneyAirport,21.4,31.7,0,9.8,10.8,NNE,59,SE,ENE,17,30,81,53,1011.2,1008.1,5,1,23.8,30.8,No,No
Feb-09,SydneyAirport,21.5,34.9,0,10.4,11.8,NE,67,NNE,NE,9,44,57,32,1013.3,1009.9,1,0,27.1,31.9,No,No
Feb-09,SydneyAirport,22,31.1,0,14.2,12.2,S,59,NNE,NE,20,39,64,43,1010.8,1007.1,0,1,25.2,30.2,No,No
Feb-09,SydneyAirport,20,21.5,0,9,0,S,57,SSW,SSW,35,31,92,88,1012,1011.7,7,8,20.3,19.8,No,Yes
Feb-09,SydneyAirport,17.8,19.5,1.2,1.6,0,S,54,SSW,S,17,31,93,88,1012,1010.2,8,8,18.4,18.7,Yes,Yes
Feb-09,SydneyAirport,17.4,22.1,2.8,2.2,1.5,SSW,56,SSW,SSW,35,33,81,70,1011.4,1011.3,8,7,17.8,21.4,Yes,Yes
Feb-09,SydneyAirport,17,21.5,4.8,4,1.1,NA,NA,SSW,SE,28,31,80,64,1017.6,1019,7,7,19.1,19.9,Yes,Yes
Feb-09,SydneyAirport,17,20.2,1.8,5.4,0,SE,52,SE,E,35,28,81,95,1025.5,1025.1,8,8,18.5,17.6,Yes,Yes
Feb-09,SydneyAirport,16.5,21.3,41.8,4.4,0,SE,52,ESE,SE,28,22,66,82,1023.1,1019.5,8,8,19.3,18.4,Yes,Yes
Feb-09,SydneyAirport,17,23.2,14,2.4,0.2,SSE,54,S,SSE,28,30,88,85,1014.9,1014.1,8,8,19.5,20.9,Yes,Yes
Feb-09,SydneyAirport,17.8,24.6,16.6,4.8,6.4,SSE,61,SE,SSE,35,37,75,58,1017.8,1017.8,6,6,21.5,22.8,Yes,Yes
Feb-09,SydneyAirport,18.3,22.8,3.6,7.4,0,SE,50,ESE,SE,20,26,69,69,1017,1015.6,8,8,21.2,21.4,Yes,Yes
Feb-09,SydneyAirport,18.9,25,15,3.2,7.1,NA,NA,SW,SSE,26,30,90,68,1010.2,1008.2,8,6,20.4,24.3,Yes,No
Feb-09,SydneyAirport,19.5,31.2,0.6,3.6,11.4,NA,NA,NNW,ENE,20,17,69,51,1007.9,1004.7,1,4,23.4,28.9,No,No
Feb-09,SydneyAirport,19.9,27.4,0,7.8,9.6,E,31,WNW,E,7,24,69,63,1011.7,1010.1,4,2,23.5,26.2,No,No
Feb-09,SydneyAirport,21.7,24.2,0,6.4,0.3,SSW,33,SSW,SSE,4,26,87,91,1013.4,1013.6,8,7,22.2,21.7,No,Yes
Feb-09,SydneyAirport,20.4,25.1,2.6,2.4,6.3,SSW,30,SE,SE,17,19,63,61,1018.5,1017.5,6,3,22.3,23.9,Yes,No
Feb-09,SydneyAirport,19.8,28.8,0,4.6,5.3,NE,52,N,NE,9,31,70,58,1016.9,1012.7,7,4,23.6,27.6,No,No
